title,rating,body,author,date
Una maravilla,"5,0 de 5 estrellas","Cafetera fácil de limpiar, fácil de usar, estética y perfecta para hacer el mejor café.",Miguel,Revisado en España el 5 de diciembre de 2021
Fácil de usar y limpiar. Rápido y sencillo. Reistente.,"5,0 de 5 estrellas",Fácil de usar y limpiar.,Anropo,Revisado en España el 29 de junio de 2021
De 10,"5,0 de 5 estrellas",La compré en una oferta por menos de 10 euros así que por ese precio... perfecta!,Pomares,Revisado en España el 17 de febrero de 2021
Muy bien,"5,0 de 5 estrellas",Perfecta. Llevo ya varios meses usándola para el desayuno y no tengo queja alguna. Hace su funcion.,David Fernandez,Revisado en España el 23 de octubre de 2020
Buenas infusiones y café para 4-8 personas,"5,0 de 5 estrellas","Es perfecta para hacer infusiones y cafés pero como mínimo 4 personas, para 1-2 personas también va bien aunque el poso del café es bastante grande",FranM,Revisado en España el 28 de junio de 2020
Para amantes del buen café,"5,0 de 5 estrellas",Magnifica cafetera siempre que se le añada buen café y se respeten las proporciones,Cliente Amazon,Revisado en España el 8 de junio de 2020
calidad,"5,0 de 5 estrellas",buena calidad y a tiempo,sol fernandez llanos,Revisado en España el 14 de mayo de 2020
Filtra bien,"3,0 de 5 estrellas","Filtra muy bien el café, no deja pasar las particulas más finas. Pero la estructura metálica es mejorable: el vaso se sale muy facilmente y podría partirse. Yo aproveché una oferta pero para el precio habitual la veo un poco cara.",Roosa,Revisado en España el 10 de mayo de 2020
Muy bien a priori,"5,0 de 5 estrellas","Pillada reacondicionada, tras revisarla solo tiene un pequeño golpe la caja, la cafetera sin problemas, ni un rasguño. Por otro lado es cuestión de acostumbrarse vengo de una italiana, y ambas son fáciles de usar.",Santos Valdivielso Latorre,Revisado en España el 7 de mayo de 2020
Una muy buena compra,"5,0 de 5 estrellas","Es la primera cafetera de émbolo que tengo y no podría estar más contento. He dejado atrás mi antigua cafetera italiana y ahora cada día disfruto de un café, para mi gusto mejor. Más redondo y con más cuerpo. Lo utilizo con café natural tostado o en grano para moler lo en casa y dejar un poco más grueso que el convencional o uno molido bueno. Muy contento, repetiría sin duda. Mi siguiente cafetera será un upgrade de esta con mejor base.",Sergio Martín Calero,Revisado en España el 6 de mayo de 2020
precio calidad ajustado,"4,0 de 5 estrellas","Buen producto por precio calidad, cumple con las expectativas y el café permanece muy bien filtrado. Sencillo y de fácil utilización.",María Almudena,Revisado en España el 15 de agosto de 2017
Buena pero se desprende la estructura,"4,0 de 5 estrellas","Buena cafetera, buen filtro y buen diseño. Pero a la semana, sacando el filtro, que va duro, se ha soltado el recipiente de cristal de la estructura metálica. Ahora tengo que andar con cuidado para que no se desprenda. Mi primera cafetera de émbolo me costó 8 euros y duró 8 años hasta que se desprendió el recipiente y un día se rompió. Aquí precio y calidad no parece que van de la mano",Gemmalin,Revisado en España el 10 de junio de 2017
El vaso queda suelto,"1,0 de 5 estrellas","La cafetera en sí funciona bien, como suele pasar con las Bodum. En mi caso, el vaso quedaba suelto desde el primer día, por mucho que apretara el tornillo de la estructura metálica. He leído otras opiniones en el mismo sentido, de manera que no he sido el único con ese problema. No sé si hemos tenido mala suerte o es que el producto en sí tiene ese defecto (tengo un modelo parecido, más pequeño, de otra marca —la Cafetière— que lleva 28 años sin dar un problema). Fue a peor en los siguientes meses, hasta que un día, al voltearlo del escurridor se salió el vaso y se rompió. Afortunadamente, la política de Amazon en materia de reembolsos y devoluciones es impecable, pero estoy decepcionado con el producto en sí. No volveré a pedir ese modelo, a pesar de que estéticamente es de los más bonitos de Bodum. Mi inclinaré por algo más sólido y seguro.",ulises,Revisado en España el 17 de marzo de 2016
Maria,"4,0 de 5 estrellas","Muy contenta con el producto, justo lo que buscaba. La recomiendo, el café sale muy rico en este tipo de cafeteras",Maria,Revisado en España el 9 de febrero de 2016
Doy 4 estrellas porque soy exigente,"4,0 de 5 estrellas","Doy 4 estrellas porque soy exigente. No por mala calidad del producto. Sencillamente es un producto que inspira tratarlo con cuidado al ser de cristal y el mango puede fallar con el uso del tiempo. Pero lo cierto es que de todas las cafeteras de presión que he tenido esta es una de las que mejor calidad tienen. La recomiendo. Gracias a Amazon, sus servicios siempre son puntuales y cumplen con lo prometido.",Gustavo D.,Revisado en España el 31 de diciembre de 2015
Buen producto,"5,0 de 5 estrellas","Me encanto, excelente compra y de buena calidad.",ROSSY,Revisado en México el 17 de octubre de 2023
Es una maravilla,"5,0 de 5 estrellas","Me gusta mucho esta marca y la cafetera es genial. He comprado otras y se rompen fácilmente. El uso es muy fácil y el café sabe rico, como antiguamente.",nievesdemalaga,Revisado en España el 16 de junio de 2024
muy buena cafetera,"5,0 de 5 estrellas","Estoy muy contento con esta cafetera, y con el hecho de no haber gastado más en una más cara y ""elegante""",Amazon Customer,Revisado en España el 23 de mayo de 2024
Muy bien producto,"5,0 de 5 estrellas",Cumple las expectativas. Muy buena calidad.,Andy,Revisado en España el 22 de mayo de 2024
"Cafetera facil para limpiar, café bueno y sencilla para uso diario","5,0 de 5 estrellas","Me encanta las cafeteras Bodum. Son practicas, faciles para usar todis los dias porque se limpian en 1 minuto. El café asi preparado tuebe buen sabor, para mi mejor que con las cafeteras de goteo que son complicadas para limpiar. Sirve para 4 tazas mas o menos y a mi.me Duran mucho, es la segunda que utilizo, mi marido tiene una mas pequeña que utiliza en su trabajo. Para mi es una cafetera ideal.",Amazon Customer,Revisado en España el 7 de noviembre de 2023
perfecto,"5,0 de 5 estrellas","Compré una prensa francesa y ha superado mis expectativas. Su diseño elegante y resistente permite preparar café con sabor intenso y aroma incomparable. Fácil de usar y limpiar, el filtro de acero inoxidable evita residuos. Excelente relación calidad-precio. Recomendada para amantes del café artesanal.",Luis,Revisado en España el 2 de julio de 2024
vidrio resistente,"5,0 de 5 estrellas","El café en las cafeteras de émbolo es muy bueno, pero el vidrio rompe fácilmente aunque no se le de un gole. Esta puede resistir bastantes años.
Por el tamaño, la dosificación del cafe es un tanto difícil, hay que ser cuidadoso.",eichpil,Revisado en España el 8 de septiembre de 2023
buen café,"5,0 de 5 estrellas",Me ha encantado! facil y rápido,Cliente Amazon,Revisado en España el 13 de enero de 2023
No funciona bien,"2,0 de 5 estrellas",No lo recomiendo. Es muy pequeña y no funciona bien el filtro. Me gustaría devolverlo pero se me paso el tiempo de devolución,Julieta,Revisado en España el 17 de febrero de 2022
DECEPCIÓN,"1,0 de 5 estrellas",Compré esta cafetera el 5 de agosto. Hoy es 21 de agosto y ya está oxidada!!!! ¡INCREÍBLE! Quiero mi dinero de vuelta.,Cristina,Revisado en España el 21 de agosto de 2022
